btype,roadtype,maname,schida,schnamea,sdida,sdnamea,schidb,schnameb,sdidb,sdnameb,numblka,numblkb,popa_sab,urma_sab,whitea_sab,blacka_sab,hispaa_sab,asiana_sab,popb_sab,urmb_sab,whiteb_sab,blackb_sab,hispab_sab,asianb_sab,popa_bdy,urma_bdy,whitea_bdy,blacka_bdy,hispaa_bdy,asiana_bdy,popb_bdy,urmb_bdy,whiteb_bdy,blackb_bdy,hispab_bdy,asianb_bdy,popa_enr,urma_enr,blacka_enr,whitea_enr,hispaa_enr,asiana_enr,popb_enr,urmb_enr,blackb_enr,whiteb_enr,hispab_enr,asianb_enr,leabdy,state,adif_bdy,adif_sab,adif_enr,adif_wh_bdy,adif_whas_bdy,bbindex,ddif,distmi,dupid_a,dupid_b
sab2,2,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341269004884,Senator Frank Lautenberg School,3412690,Paterson Public School District,340498000414,Memorial Middle School,3404980,Fair Lawn Public School District,83,86,146216,125686.000133,13439.0001504,41431.0000294,84255.0002659001,4665.0001205,13152,1837.0000842,9800.0000453,254.9999942,1582.0000369,1341.9999691,11480,10187.000064,1086.0000404,4900.9999466,5285.9999626,29.9999851,6793,1053.0000516,5105.9999983,167.9999911,885.0000204,553.000005,606,602,277,3,325,1,455,130,20,237,110,63,1,NJ,0.732356823077045,0.719916709897248,0.707685054219708,0.657056809685298,0.735850902377248,6817.96651648385,0.0246717688573377,1.71695224638403,1134,1021
sab2,2,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341269003003,New Roberto Clemente,3412690,Paterson Public School District,340498000414,Memorial Middle School,3404980,Fair Lawn Public School District,83,86,146216,125686.000133,13439.0001504,41431.0000294,84255.0002659001,4665.0001205,13152,1837.0000842,9800.0000453,254.9999942,1582.0000369,1341.9999691,11480,10187.000064,1086.0000404,4900.9999466,5285.9999626,29.9999851,6793,1053.0000516,5105.9999983,167.9999911,885.0000204,553.000005,509,505,76,2,429,2,455,130,20,237,110,63,1,NJ,0.732356823077045,0.719916709897248,0.706427168116756,0.657056809685298,0.735850902377248,6805.8478130008,0.0259296549602899,1.80771772155886,1084,1021
sab2,2,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341269004892,School 10,3412690,Paterson Public School District,340498000414,Memorial Middle School,3404980,Fair Lawn Public School District,83,86,146216,125686.000133,13439.0001504,41431.0000294,84255.0002659001,4665.0001205,13152,1837.0000842,9800.0000453,254.9999942,1582.0000369,1341.9999691,11480,10187.000064,1086.0000404,4900.9999466,5285.9999626,29.9999851,6793,1053.0000516,5105.9999983,167.9999911,885.0000204,553.000005,554,549,185,5,364,0,455,130,20,237,110,63,1,NJ,0.732356823077045,0.719916709897248,0.705260443527592,0.657056809685298,0.735850902377248,6794.60737612079,0.0270963795494539,1.49480715978693,1151,1021
sab2,2,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341269004898,School 13,3412690,Paterson Public School District,340498000414,Memorial Middle School,3404980,Fair Lawn Public School District,83,86,146216,125686.000133,13439.0001504,41431.0000294,84255.0002659001,4665.0001205,13152,1837.0000842,9800.0000453,254.9999942,1582.0000369,1341.9999691,11480,10187.000064,1086.0000404,4900.9999466,5285.9999626,29.9999851,6793,1053.0000516,5105.9999983,167.9999911,885.0000204,553.000005,533,527,180,2,347,4,455,130,20,237,110,63,1,NJ,0.732356823077045,0.719916709897248,0.703028678638435,0.657056809685298,0.735850902377248,6773.10614729562,0.0293281444386106,1.32239355569547,1167,1021
sab2,2,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341269004916,School 24,3412690,Paterson Public School District,340498000414,Memorial Middle School,3404980,Fair Lawn Public School District,83,86,146216,125686.000133,13439.0001504,41431.0000294,84255.0002659001,4665.0001205,13152,1837.0000842,9800.0000453,254.9999942,1582.0000369,1341.9999691,11480,10187.000064,1086.0000404,4900.9999466,5285.9999626,29.9999851,6793,1053.0000516,5105.9999983,167.9999911,885.0000204,553.000005,840,829,87,5,742,6,455,130,20,237,110,63,1,NJ,0.732356823077045,0.719916709897248,0.701190476190476,0.657056809685298,0.735850902377248,6755.39657060473,0.0311663468865692,1.75708246477949,1207,1021
sab2,2,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341269004880,Rev. Dr. Frank Napier Jr. School,3412690,Paterson Public School District,340498000414,Memorial Middle School,3404980,Fair Lawn Public School District,83,86,146216,125686.000133,13439.0001504,41431.0000294,84255.0002659001,4665.0001205,13152,1837.0000842,9800.0000453,254.9999942,1582.0000369,1341.9999691,11480,10187.000064,1086.0000404,4900.9999466,5285.9999626,29.9999851,6793,1053.0000516,5105.9999983,167.9999911,885.0000204,553.000005,426,420,207,6,213,0,455,130,20,237,110,63,1,NJ,0.732356823077045,0.719916709897248,0.700201207243461,0.657056809685298,0.735850902377248,6745.8657736544,0.0321556158335846,2.37715138175839,1125,1021
sab2,2,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341269000353,Alexander Hamilton Academy,3412690,Paterson Public School District,340498000414,Memorial Middle School,3404980,Fair Lawn Public School District,83,86,146216,125686.000133,13439.0001504,41431.0000294,84255.0002659001,4665.0001205,13152,1837.0000842,9800.0000453,254.9999942,1582.0000369,1341.9999691,11480,10187.000064,1086.0000404,4900.9999466,5285.9999626,29.9999851,6793,1053.0000516,5105.9999983,167.9999911,885.0000204,553.000005,564,556,193,7,363,1,455,130,20,237,110,63,1,NJ,0.732356823077045,0.719916709897248,0.700101317122594,0.657056809685298,0.735850902377248,6744.90341406331,0.0322555059544517,2.13778740638614,1070,1021
sab2,2,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341269004908,School 18,3412690,Paterson Public School District,340498000414,Memorial Middle School,3404980,Fair Lawn Public School District,83,86,146216,125686.000133,13439.0001504,41431.0000294,84255.0002659001,4665.0001205,13152,1837.0000842,9800.0000453,254.9999942,1582.0000369,1341.9999691,11480,10187.000064,1086.0000404,4900.9999466,5285.9999626,29.9999851,6793,1053.0000516,5105.9999983,167.9999911,885.0000204,553.000005,935,918,119,12,799,5,455,130,20,237,110,63,1,NJ,0.732356823077045,0.719916709897248,0.696103896103896,0.657056809685298,0.735850902377248,6706.39153297262,0.0362529269731493,0.845940616664102,1184,1021
sab2,2,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341269004896,School 12,3412690,Paterson Public School District,340498000414,Memorial Middle School,3404980,Fair Lawn Public School District,83,86,146216,125686.000133,13439.0001504,41431.0000294,84255.0002659001,4665.0001205,13152,1837.0000842,9800.0000453,254.9999942,1582.0000369,1341.9999691,11480,10187.000064,1086.0000404,4900.9999466,5285.9999626,29.9999851,6793,1053.0000516,5105.9999983,167.9999911,885.0000204,553.000005,517,506,188,6,318,5,455,130,20,237,110,63,1,NJ,0.732356823077045,0.719916709897248,0.693009118541033,0.657056809685298,0.735850902377248,6676.57588309595,0.039347704536012,2.13738112124081,1160,1021
sab2,2,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341269005942,Norman S. Weir,3412690,Paterson Public School District,340498000414,Memorial Middle School,3404980,Fair Lawn Public School District,83,86,146216,125686.000133,13439.0001504,41431.0000294,84255.0002659001,4665.0001205,13152,1837.0000842,9800.0000453,254.9999942,1582.0000369,1341.9999691,11480,10187.000064,1086.0000404,4900.9999466,5285.9999626,29.9999851,6793,1053.0000516,5105.9999983,167.9999911,885.0000204,553.000005,281,275,154,6,121,0,455,130,20,237,110,63,1,NJ,0.732356823077045,0.719916709897248,0.692933401118454,0.657056809685298,0.735850902377248,6675.84640767637,0.0394234219585909,2.27432877185865,1249,1021
sab2,2,"New York-Northern New Jersey-Long Island, NY-NJ-PA",360007702597,JHS 167 ROBERT F WAGNER,3620580,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,360007902605,PS 171 PATRICK HENRY,3620580,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,35,8,217426,21279.99968,173549.0002254,5574.0001466,15706.0003291,18123.0008823,5675,4297.9999897,986.9999416,1566.9999358,2730.9999611,250.0000178,22740,4039.9997674,15666.0000273,1163.0001102,2877.0001714,2520.0002201,5675,4297.9999897,986.9999416,1566.9999358,2730.9999611,250.0000178,1378,321,96,733,225,244,772,650,209,30,441,58,0,NY,0.579696326493191,0.659484448282399,0.609022612933064,0.514997512450211,0.58176259750901,6615.85815829578,-0.0293262864398729,1.4883481448239,1357,1152
sab2,2,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341269004912,School 20,3412690,Paterson Public School District,340498000414,Memorial Middle School,3404980,Fair Lawn Public School District,83,86,146216,125686.000133,13439.0001504,41431.0000294,84255.0002659001,4665.0001205,13152,1837.0000842,9800.0000453,254.9999942,1582.0000369,1341.9999691,11480,10187.000064,1086.0000404,4900.9999466,5285.9999626,29.9999851,6793,1053.0000516,5105.9999983,167.9999911,885.0000204,553.000005,457,442,203,11,239,4,455,130,20,237,110,63,1,NJ,0.732356823077045,0.719916709897248,0.681462957174117,0.657056809685298,0.735850902377248,6565.33806462831,0.0508938659029284,1.71996821162998,1191,1021
sab2,2,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341269005916,Dr. Martin Luther King Jr. Educational Complex,3412690,Paterson Public School District,340498000414,Memorial Middle School,3404980,Fair Lawn Public School District,83,86,146216,125686.000133,13439.0001504,41431.0000294,84255.0002659001,4665.0001205,13152,1837.0000842,9800.0000453,254.9999942,1582.0000369,1341.9999691,11480,10187.000064,1086.0000404,4900.9999466,5285.9999626,29.9999851,6793,1053.0000516,5105.9999983,167.9999911,885.0000204,553.000005,660,637,209,16,428,7,455,130,20,237,110,63,1,NJ,0.732356823077045,0.719916709897248,0.67943722943723,0.657056809685298,0.735850902377248,6545.82183519933,0.0529195936398159,1.70711443594453,1240,1021
sab2,2,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341269004878,School 3,3412690,Paterson Public School District,340498000414,Memorial Middle School,3404980,Fair Lawn Public School District,83,86,146216,125686.000133,13439.0001504,41431.0000294,84255.0002659001,4665.0001205,13152,1837.0000842,9800.0000453,254.9999942,1582.0000369,1341.9999691,11480,10187.000064,1086.0000404,4900.9999466,5285.9999626,29.9999851,6793,1053.0000516,5105.9999983,167.9999911,885.0000204,553.000005,415,398,16,12,382,5,455,130,20,237,110,63,1,NJ,0.732356823077045,0.719916709897248,0.673321858864028,0.657056809685298,0.735850902377248,6486.90524291669,0.0590349642130179,2.67586366948339,1118,1021
sab2,2,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341269004888,School 8,3412690,Paterson Public School District,340498000414,Memorial Middle School,3404980,Fair Lawn Public School District,83,86,146216,125686.000133,13439.0001504,41431.0000294,84255.0002659001,4665.0001205,13152,1837.0000842,9800.0000453,254.9999942,1582.0000369,1341.9999691,11480,10187.000064,1086.0000404,4900.9999466,5285.9999626,29.9999851,6793,1053.0000516,5105.9999983,167.9999911,885.0000204,553.000005,495,471,33,20,438,4,455,130,20,237,110,63,1,NJ,0.732356823077045,0.719916709897248,0.665800865800866,0.657056809685298,0.735850902377248,6414.44662793028,0.0665559572761796,2.77501631666247,1142,1021
sab2,2,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341269004876,School 2,3412690,Paterson Public School District,340498000414,Memorial Middle School,3404980,Fair Lawn Public School District,83,86,146216,125686.000133,13439.0001504,41431.0000294,84255.0002659001,4665.0001205,13152,1837.0000842,9800.0000453,254.9999942,1582.0000369,1341.9999691,11480,10187.000064,1086.0000404,4900.9999466,5285.9999626,29.9999851,6793,1053.0000516,5105.9999983,167.9999911,885.0000204,553.000005,533,501,66,10,435,22,455,130,20,237,110,63,1,NJ,0.732356823077045,0.719916709897248,0.654248190833557,0.657056809685298,0.735850902377248,6303.14605625185,0.0781086322434887,2.7553544702385,1112,1021
sab1,1,"Detroit-Warren-Livonia, MI",261160001739,McCollough Elementary School,2611600,Dearborn City School District,260110308222,Mackenzie ElementaryMiddle School,2612000,Detroit Public Schools Community District,56,58,5618,250.0000107,4948.9999938,135.0000086,114.9999853,65.0000064,23096,22276.9999823,416.9999611,22063.99995,212.9999945,23.000002,4175,197.0000044,3675.9999892,110.0000087,86.9999885,50.0000101,3813,3541.9999944,181.9999906,3504.9999879,36.9999983,8.9999934,489,11,6,478,5,0,986,980,974,3,6,1,1,MI,0.8817417225246,0.920039489495285,0.971419919776669,0.832747596738206,0.842363302608372,6294.95921528444,-0.0896781972520687,1.77753023614138,864,854
sab3,0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341692000898,Wallington Junior Senior High School,3416920,Wallington Boro School District,341254004836,Passaic High School No. 12,3412540,Passaic City School District,73,57,11335,1528.0000587,9048.0001153,302.999941,1225.0000452,609.9999831,69781,54777.9998242,11240.9999154,5220.9998273,49557.0000909,2923.9999914,8070,1084.0000729,6465.0000745,166.9999482,917.0000522,421.9999951,11723,9538.0000035,1232.9999457,1032.9999404,8505.0000505,716.0000481,567,164,5,379,159,17,2618,2565,97,25,2468,22,1,NJ,0.679289594594157,0.650195068867972,0.690513916004112,0.695937400001591,0.687153320181277,6036.46509300043,-0.0112243214099552,1.4058750458725,1309,1066
sab3,2,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",421899003857,Overbrook HS,4218990,Philadelphia City SD,421416003295,Lower Merion HS,4214160,Lower Merion SD,104,99,89199,75942.9999780999,9383.0000112,73714.9997949,2227.999817,1688.9999664,38189,3531.000029,31546.9999942,2351.999981,1179.0000203,2349.999951,15485,8311.0000333,5843.0000616,7838.9999556,471.9998887,883.9999959,7647,802.0000244,6198.9999736,547.999991,254.0000368,514.9999691,483,461,455,13,6,2,1512,262,192,1036,70,168,1,PA,0.431835217145191,0.758927287554768,0.78117092247527,0.433311787027354,0.443570951112638,5922.12375055926,-0.349335705330079,3.48867349382383,1728,1477
sab2,1,"New York-Northern New Jersey-Long Island, NY-NJ-PA",360008302643,PS/IS 187 HUDSON CLIFFS,3620580,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,360008302519,JHS 143 ELEANOR ROOSEVELT,3620580,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,11,57,9136,2466.9999892,5926.9998064,380.9999749,2086.0000636,463.0000682,46836,39296.0000134,6551.0004162,1626.000044,37670.0000023,552.0001183,9136,2466.9999892,5926.9998064,380.9999749,2086.0000636,463.0000682,33820,28486.0000606,4518.0002566,1224.0000588,27262.0001896,468.0000852,774,399,27,300,372,38,247,231,8,10,223,3,0,NY,0.572252027962557,0.56898207873633,0.419718796095785,0.515162568406315,0.552003241626782,5870.40656658988,0.152533231866772,0.636725032095844,1365,1155
sab1,2,"New York-Northern New Jersey-Long Island, NY-NJ-PA",360010002723,PS 220 EDWARD MANDEL,3620580,NEW YORK CITY GEOGRAPHIC DISTRICT #28,360009802084,PS 14 FAIRVIEW,3620580,NEW YORK CITY GEOGRAPHIC DISTRICT #24,26,46,9550,2038.0000828,5087.0000718,442.9998719,1594.9999849,2151.9999634,28257,21930.9998108,2331.0002633,3118.0000538,18813.0001022,3463.9999621,9550,2038.0000828,5087.0000718,442.9998719,1594.9999849,2151.9999634,19913,15004.9999937,1833.0002411,3017.0000127,11988.0001986,2638.9999566,701,205,40,248,165,224,1574,1445,35,27,1410,89,0,NY,0.540124695782878,0.562723112869814,0.625603829707787,0.440619733154659,0.533433555405294,5602.28440665522,-0.0854791339249088,0.343886075563535,1392,1181
sab1,0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",360007902294,LEXINGTON ACADEMY (THE),3620580,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,360007702675,PS 198 ISADOR E IDA STRAUS,3620580,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,13,26,6350,5005.9998984,980.9999367,754.999952,4250.9999777,246.9999481,29057,4808.999772,20534.9999363,1406.0000822,3403.000204,3025.0001273,5746,4479.9999102,939.999946,671.9999276,3807.9999826,212.9999446,18395,3557.9997869,12177.0000455,1050.0001282,2508.000197,2214.000317,644,608,104,15,504,14,484,151,50,202,101,107,0,NY,0.586250686250715,0.622844159934404,0.632115907807607,0.498381310153507,0.5816708646022,5572.04655979613,-0.0458652215568924,0.477892810708549,1359,1150
sab2,0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",360008805800,NORTH BRONX SCHOOL OF EMPOWERMENT,3620580,NEW YORK CITY GEOGRAPHIC DISTRICT #11,360008802100,PS 19 JUDITH K WEISS,3620580,NEW YORK CITY GEOGRAPHIC DISTRICT #11,40,23,65537,59123.9999299,2372.0001505,41186.9999198,17936.9999249,1700.9998954,7317,1008.9999767,6127.0000844,226.0000033,782.9999029,111.0000152,13148,10943.0000122,653.9999702,6996.0000204,3946.9999174,706.9999387,4214,627.9999894,3450.0000745,162.9999995,464.9999171,92.0000124,557,515,322,10,193,16,528,174,32,323,142,15,0,NY,0.683266835763306,0.764248835329939,0.595050595723845,0.768958187261102,0.73701774660285,5394.84253906216,0.0882162400394607,1.36178114585568,1374,1163
sab2,2,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341269004924,School 28,3412690,Paterson Public School District,340498000414,Memorial Middle School,3404980,Fair Lawn Public School District,83,86,146216,125686.000133,13439.0001504,41431.0000294,84255.0002659001,4665.0001205,13152,1837.0000842,9800.0000453,254.9999942,1582.0000369,1341.9999691,11480,10187.000064,1086.0000404,4900.9999466,5285.9999626,29.9999851,6793,1053.0000516,5105.9999983,167.9999911,885.0000204,553.000005,505,423,165,22,258,60,455,130,20,237,110,63,1,NJ,0.732356823077045,0.719916709897248,0.551909476661952,0.657056809685298,0.735850902377248,5317.19627194936,0.180447346415094,2.3580077618282,1227,1021
sab1,2,"New York-Northern New Jersey-Long Island, NY-NJ-PA",360007902605,PS 171 PATRICK HENRY,3620580,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,360007702675,PS 198 ISADOR E IDA STRAUS,3620580,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,8,35,5675,4297.9999897,986.9999416,1566.9999358,2730.9999611,250.0000178,29057,4808.999772,20534.9999363,1406.0000822,3403.000204,3025.0001273,5675,4297.9999897,986.9999416,1566.9999358,2730.9999611,250.0000178,22740,4039.9997674,15666.0000273,1163.0001102,2877.0001714,2520.0002201,772,650,209,30,441,58,484,151,50,202,101,107,0,NY,0.579696326493191,0.591854545620346,0.529985440842718,0.514997512450211,0.58176259750901,5166.86525002983,0.0497108856504724,0.515925598787525,1360,1149
sab2,2,"New York-Northern New Jersey-Long Island, NY-NJ-PA",362499005611,ROOSEVELT MIDDLE SCHOOL,3624990,ROOSEVELT UNION FREE SCHOOL DISTRICT,361902001726,MERRICK AVENUE MIDDLE SCHOOL,3621120,BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT,38,33,17626,16658.000006,380.9999978,10839.9999866,5817.9999639,123.0000089,31980,2428.9998908,28092.9999373,394.0000033,2034.9999766,1102.9999526,4140,3955.000012,41.9999812,2608.9999829,1345.9999698,32.0000047,3807,451.9999548,3063.0000186,95.9999959,355.9999597,235,446,446,177,0,269,0,830,99,24,677,75,46,1,NY,0.836585366697502,0.869127412828012,0.880722891566265,0.794425609865351,0.84842453519278,5089.04404231808,-0.0441375248687627,2.01483477226961,1505,1267
sab1,1,"Detroit-Warren-Livonia, MI",260110308222,Mackenzie ElementaryMiddle School,2612000,Detroit Public Schools Community District,261160004596,McDonald Elementary School,2611600,Dearborn City School District,48,33,23096,22276.9999823,416.9999611,22063.99995,212.9999945,23.000002,3701,161.0000023,3268.0000145,94.9999944,65.9999984,29.0000096,3116,2964.9999703,90.0000084,2933.9999589,31.0000024,4.9999984,2867,133.0000153,2508.000009,80.0000052,53.0000006,24.0000068,986,980,974,3,6,1,352,3,0,347,3,2,1,MI,0.905150466932521,0.92103755649705,0.985392080029504,0.845898818967508,0.852665320180685,4915.03018648882,-0.0802416130969829,1.20235206574407,856,891
